id,county,name,type,star,ind_month,shift,num_infant,num_one,num_two,num_three,num_four,num_five,num_twelve,num_total,children_lic,children_max,cat_op,scc,employees,month,year
82000292,SAMPSON,GIFTED TOTS DAY CARE,HOMES,3-STAR,  6,1,1,1,1,0,0,0,1,4,8,8,Independent Family,Y,1,december,2017
82000292,SAMPSON,GIFTED TOTS DAY CARE,HOMES,3-STAR,  6,2,0,0,0,0,0,0,0,0,8,8,Independent Family,Y,1,december,2017
82000292,SAMPSON,GIFTED TOTS DAY CARE,HOMES,3-STAR,  6,3,0,0,0,0,0,0,0,0,8,8,Independent Family,Y,1,december,2017
82000299,SAMPSON,SIMPLY SWEET CHILDCARE,HOMES,4-STAR,  8,1,0,2,2,1,0,0,0,5,8,8,Independent Family,Y,0,december,2017
82000299,SAMPSON,SIMPLY SWEET CHILDCARE,HOMES,4-STAR,  8,2,0,0,1,0,0,0,0,1,8,8,Independent Family,Y,0,december,2017
82000299,SAMPSON,SIMPLY SWEET CHILDCARE,HOMES,4-STAR,  8,3,0,0,0,0,0,0,0,0,8,8,Independent Family,Y,0,december,2017
82000118,SAMPSON,FAITH ACADEMY INC,CENTERS,5-STAR,  5,1,1,12,4,9,4,2,11,43,59,59,Religious    Constructed for,Y,9,december,2017
82000118,SAMPSON,FAITH ACADEMY INC,CENTERS,5-STAR,  5,2,0,0,0,0,0,0,0,0,0,0,Religious    Constructed for,Y,9,december,2017
82000118,SAMPSON,FAITH ACADEMY INC,CENTERS,5-STAR,  5,3,0,0,0,0,0,0,0,0,0,0,Religious    Constructed for,Y,9,december,2017
82000150,SAMPSON,PITTER PATTER DAY CARE,CENTERS,3-STAR,  3,1,5,4,1,0,0,0,0,10,12,12,Independent  Family,Y,3,december,2017
82000150,SAMPSON,PITTER PATTER DAY CARE,CENTERS,3-STAR,  3,2,0,0,0,0,0,0,0,0,0,0,Independent  Family,Y,3,december,2017
82000150,SAMPSON,PITTER PATTER DAY CARE,CENTERS,3-STAR,  3,3,0,0,0,0,0,0,0,0,0,0,Independent  Family,Y,3,december,2017
82000151,SAMPSON,LITTLE DOLPHINS CHILD,CENTERS,3-STAR,  1,1,3,7,7,12,11,3,17,60,75,75,Independent  Converted,Y,7,december,2017
82000151,SAMPSON,LITTLE DOLPHINS CHILD,CENTERS,3-STAR,  1,2,0,1,4,0,2,3,1,11,75,75,Independent  Converted,Y,7,december,2017
82000151,SAMPSON,LITTLE DOLPHINS CHILD,CENTERS,3-STAR,  1,3,0,0,0,0,0,0,0,0,0,0,Independent  Converted,Y,7,december,2017
82000153,SAMPSON,CASON,CENTERS,5-STAR,  9,1,2,3,10,11,5,0,17,48,75,75,Independent  Converted,Y,9,december,2017
82000153,SAMPSON,CASON,CENTERS,5-STAR,  9,2,0,0,0,0,0,0,0,0,75,75,Independent  Converted,Y,9,december,2017
82000153,SAMPSON,CASON,CENTERS,5-STAR,  9,3,0,0,0,0,0,0,0,0,75,75,Independent  Converted,Y,9,december,2017
82000163,SAMPSON,TOM THUMB ACADEMY INC,CENTERS,5-STAR,  8,1,7,10,18,9,23,4,5,76,90,90,Independent  Modular,Y,3,december,2017
82000163,SAMPSON,TOM THUMB ACADEMY INC,CENTERS,5-STAR,  8,2,0,0,0,0,0,0,0,0,0,0,Independent  Modular,Y,3,december,2017
82000163,SAMPSON,TOM THUMB ACADEMY INC,CENTERS,5-STAR,  8,3,0,0,0,0,0,0,0,0,0,0,Independent  Modular,Y,3,december,2017
82000174,SAMPSON,TODDLERS PRESCHOOL,CENTERS,2-STAR,  2,1,2,10,11,14,14,4,0,55,97,97,Independent  Constructed for,N,9,december,2017
82000174,SAMPSON,TODDLERS PRESCHOOL,CENTERS,2-STAR,  2,2,0,0,0,0,0,0,0,0,0,0,Independent  Constructed for,N,9,december,2017
82000174,SAMPSON,TODDLERS PRESCHOOL,CENTERS,2-STAR,  2,3,0,0,0,0,0,0,0,0,0,0,Independent  Constructed for,N,9,december,2017
82000175,SAMPSON,LITTLE DOLPHINS CHILD,CENTERS,5-STAR,  3,1,3,6,4,4,2,2,14,35,72,72,Independent  Converted,Y,7,december,2017
82000175,SAMPSON,LITTLE DOLPHINS CHILD,CENTERS,5-STAR,  3,2,0,0,0,0,0,0,0,0,72,72,Independent  Converted,Y,7,december,2017
82000175,SAMPSON,LITTLE DOLPHINS CHILD,CENTERS,5-STAR,  3,3,0,0,0,0,0,0,0,0,0,0,Independent  Converted,Y,7,december,2017
82000187,SAMPSON,FUN TIME ACADEMY,CENTERS,3-STAR,  7,1,5,6,9,9,3,0,13,45,55,55,Independent  Converted House,Y,6,december,2017
82000187,SAMPSON,FUN TIME ACADEMY,CENTERS,3-STAR,  7,2,0,0,0,0,0,0,0,0,0,0,Independent  Converted House,Y,6,december,2017
